Filename;ActivityName;Location;ReferenceProduct
b967f16a-31bb-4b88-a371-711a24d37048_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of municipal solid waste, incineration;ES;heat, for reuse in municipal waste incineration only
b967f16a-31bb-4b88-a371-711a24d37048_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of municipal solid waste, incineration;ES;iron scrap, sorted, pressed
b967f16a-31bb-4b88-a371-711a24d37048_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of municipal solid waste, incineration;ES;electricity, for reuse in municipal waste incineration only
b9693533-5b69-4acc-b73b-2923f6a9e5a0_960bec1c-d3f1-496a-86d8-f8168245e465.spold;skidder production;GLO;skidder
b96e2f37-ac3f-4131-a667-81872e82bf54_e25b10b0-7ff3-4e34-991d-6ad1848bef30.spold;market for sodium nitrate;GLO;sodium nitrate
b970ddce-e0da-4405-aa74-6e9dcd23fe2b_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, unsanitary landfill, wet infiltration class (500mm);GLO;waste plastic, mixture
b98114c3-9b55-4bf6-a6d9-0c61feacbd62_240c1a3c-1aba-4528-afc3-3f27f56583be.spold;market for inert waste, for final disposal;RoW;inert waste, for final disposal
b9821ac3-3320-4cb1-a3b0-b83f588a9014_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;CR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
b983f90f-d221-4cdf-9be8-a9257456a94f_aaa19cdb-3011-46eb-9f08-a340a730c7bc.spold;wood preservation, spray tunnel/deluging, solvent-based preservative, outdoor use, no ground contact;RoW;wood preservation, spray tunnel/deluging, organic solvent-based, outdoor use, no ground contact
b9855ae2-3f47-471b-a11c-e3b5492cc10d_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CA-PE;electricity, low voltage
b987a2fb-9e65-4c87-9e2f-ad4bd6c54aba_f1e0a8f1-aa97-4de6-a715-9c63acd1b6d4.spold;market for copper oxide;GLO;copper oxide
b98c5760-cdd9-44e7-8960-34160df1c371_b1f74287-042b-4171-b90c-b1eb5739f30d.spold;concrete production, 35MPa, ready-mix, with cement limestone 6-10%;RoW;concrete, 35MPa
b994d119-df95-469a-8e8f-67a4693ea772_0f55448c-4f2b-41b2-8da1-2577a98202ac.spold;market for energy wood harvester;GLO;energy wood harvester
b99a938f-9f57-4283-ba77-81433524b85d_56190f78-7eaa-434a-b949-fc4bcbd4b8a8.spold;market for potassium hydroxide;GLO;potassium hydroxide
b99d9f7e-1f1d-4cc0-bcd6-f0632b7aed79_42b1c202-8308-422e-bfb7-3efe54dfcef6.spold;treatment of waste glass sheet, sorting plant;CH;waste glass sheet
b99ee540-5568-4178-ba3a-ab910af6f41d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;MX;electricity, high voltage
b9a2eb85-ee94-45dd-b1f7-7a8816c9fe58_8f817492-39ba-42a3-a710-5f85a1f26379.spold;fruit tree seedling production, for planting;CH;fruit tree seedling, for planting
b9aaeba7-3011-475c-91f7-44f92fbed72b_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;SG;electricity, high voltage
b9ae5308-3442-4171-b084-e6be6420319c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-SX;electricity, high voltage
b9aed1df-7f02-4760-85fe-fbddfa4ce464_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-HU;electricity, high voltage
b9b3c388-bb4c-48e2-bb41-2b42e5dc816d_0ffa7cec-4410-423f-82b4-0071f3334660.spold;carboxymethyl cellulose production, powder;RoW;carboxymethyl cellulose, powder
b9b493a1-63c6-4667-81de-2300baf3f371_433dda9a-3540-45fb-9b72-29ffe0ed9a13.spold;operation, housing system, pig, label-certified;CH;operation, housing system, pig, label-certified, per pig place
b9b57cf6-8585-44c1-bdd5-0dcc23ac80f5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;TW;electricity, high voltage
b9b7109b-66df-4cc7-a607-1e47d8af47e5_0d3eda5a-4601-4573-9549-0701c459ab88.spold;hard coal, import from RNA;Europe, without Russia and Turkey;hard coal
b9c019ad-7a46-4729-a460-3a88ea91cfe4_e17273df-be44-4246-b0a6-c4bfa8ae262b.spold;market for evacuated tube collector;GLO;evacuated tube collector
b9c06d64-4b23-4800-ab95-4951238d8bc0_1b4271d3-3426-4fbf-be9c-705e50c87f94.spold;tillage, currying, by weeder;RoW;tillage, currying, by weeder
b9c0a414-3742-4dea-b413-ddb94ebac48a_e12623c0-bab9-4ed6-81f6-d0dbb086040a.spold;market for vinyl chloride;RoW;vinyl chloride
b9c2866d-03b8-43c0-a757-7f49090b4e01_448b6d35-c6d6-42d9-9e63-c19b9a0a6496.spold;distribution network construction, electricity, low voltage;RoW;distribution network, electricity, low voltage
b9c4cfa6-9da4-4c7f-9f83-582a496a895d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CN-QH;electricity, high voltage
b9c7e968-65bd-410b-ab8b-5d5e42ed9edf_3728ce01-009e-4b64-94d4-3c3e9fabf888.spold;treatment of waste cement in concrete and mortar, sorting plant;CH;waste cement in concrete and mortar
b9c84530-27b7-4331-a13c-40b8ff70d482_3ecd769f-d8fe-4fb2-952d-0f6b8514baf9.spold;heat distribution equipment production, hydronic radiant floor heating, 150m2;RoW;heat distribution equipment, hydronic radiant floor heating, 150m2
b9c9274b-7a94-4d95-8b20-8b57eb1fabf4_f8c713b1-b288-4687-94ab-b814cd99f2ee.spold;anhydrite production;RoW;anhydrite
b9cae1ff-0ca1-5600-a561-a9ffa8e6961d_2cfef82e-cb0d-4864-8163-9651fc6c25eb.spold;activated silica production;GLO;sodium sulfate, anhydrite
b9cae1ff-0ca1-5600-a561-a9ffa8e6961d_aef8dfb0-f2a7-4ce6-9559-afe913243fc3.spold;activated silica production;GLO;activated silica
b9d18de4-d093-48d7-911f-5572416e915c_eee95138-58c8-4172-9b1f-754ba074325d.spold;concrete, all types to generic market for concrete, normal strength;RoW;concrete, normal
b9d6b8ef-a7cc-4aad-9e8c-237afe06b86b_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;market for waste polystyrene;RS;waste polystyrene
b9d922ba-5cc8-4418-a288-00d900fbb888_b9d163af-230d-4a54-a9e0-27f894dc8c2a.spold;acrylic acid production;RoW;acrylic acid
b9de51d9-d746-4b5c-b7d0-d9e3adf9bb4b_27a9b2b8-30cd-45a6-bf1a-9c1f7afde003.spold;market for waste gypsum;Europe without Switzerland;waste gypsum
b9e3b4bb-0e65-46ca-be87-e6b7df1bf063_0d89c476-685a-4501-bb4c-0f5d65becf13.spold;bitumen seal production, VA4;RoW;bitumen seal, VA4
b9ec042c-eb0c-4b9c-a0da-f4d4716de181_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;AT;electricity, medium voltage
b9ed78ca-65e5-4f9f-838a-367ea8cd7cfa_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;market for heat, district or industrial, other than natural gas;Europe without Switzerland;heat, district or industrial, other than natural gas
b9f0506b-a282-4f02-8f0d-5c8da1afcd92_ca2b5076-f230-473d-9272-da1a678b4f93.spold;mounting, surface mount technology, Pb-free solder;GLO;mounting, surface mount technology, Pb-free solder
b9f3e962-5f59-4283-9427-da28192dc29d_2669baa0-c363-4ba4-bb4d-6c7cff61d241.spold;market for sawnwood, softwood, dried (u=20%), planed;RER;sawnwood, softwood, dried (u=20%), planed
b9f4ca15-d775-4533-988b-b6764d64da4c_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SE;electricity, low voltage
b9f536a9-b343-46a9-b82f-f53a31c94d89_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;fibreboard production, soft, from wet & dry processes;RoW;residual wood, dry
b9f536a9-b343-46a9-b82f-f53a31c94d89_0baac448-32a1-4b9f-afec-69a9b9b203ac.spold;fibreboard production, soft, from wet & dry processes;RoW;waste paper, sorted
b9f536a9-b343-46a9-b82f-f53a31c94d89_113b50d5-d900-4fbf-adde-c69b662b6834.spold;fibreboard production, soft, from wet & dry processes;RoW;fibreboard, soft
b9f536a9-b343-46a9-b82f-f53a31c94d89_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;fibreboard production, soft, from wet & dry processes;RoW;bark chips, wet, measured as dry mass
b9f827a2-0a6b-4e71-9893-ad5b63b80a36_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;LV;electricity, low voltage
b9fa5045-d41f-43ec-a8d4-3118df9136ab_40462fcf-07cc-4df8-83fd-f1395b5f2bb9.spold;carton board box production service, with offset printing;CH;carton board box production, with offset printing
b9fa7446-7abf-47ba-91fb-da166905bca8_00478901-732f-4bf4-81cc-2255f9874512.spold;treatment of waste polypropylene, open dump, moist infiltration class (300mm);GLO;waste polypropylene
b9faaed0-65eb-41f9-83da-e11b718db096_9c78fb2b-13ba-46ab-8e5c-7996d9526938.spold;aluminium alloy production, Metallic Matrix Composite;CA-QC;aluminium alloy, metal matrix composite
b9faaed0-65eb-41f9-83da-e11b718db096_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;aluminium alloy production, Metallic Matrix Composite;CA-QC;iron scrap, unsorted
b9faaed0-65eb-41f9-83da-e11b718db096_fbb039f7-f9cc-46d2-b631-313ddb125c1a.spold;aluminium alloy production, Metallic Matrix Composite;CA-QC;copper
b9faaed0-65eb-41f9-83da-e11b718db096_fec8576b-65e6-482e-a3c0-2e46e5854022.spold;aluminium alloy production, Metallic Matrix Composite;CA-QC;aluminium scrap, new
ba056946-4ace-4680-a068-c3904e858841_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;market for waste polystyrene;RoW;waste polystyrene
ba058be9-ade7-4063-a0b3-6e5bd56903c4_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RFC;heat, district or industrial, natural gas
ba058be9-ade7-4063-a0b3-6e5bd56903c4_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;RFC;electricity, high voltage
ba07315d-624f-42bf-a155-2b253dd946aa_1682a2f6-7521-417f-9e8b-59e0ba5b8983.spold;market for chloromethyl methyl ether;RER;chloromethyl methyl ether
ba0e9643-a501-4855-b5e5-8299f054c3f3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;RO;electricity, high voltage
ba0f8ac0-885f-4aaa-be5d-f5a520f4b3bb_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from DZ;FR;natural gas, high pressure
ba10b81f-48ff-4467-8788-39adbf116079_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-HN;electricity, high voltage
ba115b78-ab4c-59df-8df0-7a0be219055e_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;land use change, pasture, man made;BR-PB;land use change, pasture, man made
ba179bb6-2527-4ea7-813f-ce184da952a3_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;treatment of waste polyethylene, unsanitary landfill, wet infiltration class (500mm);GLO;waste polyethylene
ba29f939-f425-462c-a5a8-afa28da301ce_30766ef3-4fdb-4156-aacc-4824c216a0cd.spold;market for trichloromethane;RoW;trichloromethane
ba2b1647-079c-443a-b1eb-7f7bafb7fe1d_1e87e7db-557d-490d-b0bf-946d78833e56.spold;market for ferrosilicon;GLO;ferrosilicon
ba2baad9-c19e-4b2e-842e-42cad7c6dacc_278fc668-2f99-4348-a0da-a71581d3ced8.spold;market for packaging glass factory;GLO;packaging glass factory
ba3050d8-abe4-4f85-8de4-daa3c9b7c4bf_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-MT;land use change, pasture, man made
ba30f5bd-c006-4d54-9cb5-eb10b707cad3_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;WECC, US only;electricity, low voltage
ba316d17-ef92-4466-891f-41dcafe09b7f_2f6880f1-d79c-436d-9fe2-5a589d0e504b.spold;potassium nitrate production;RER;potassium nitrate
ba3347b0-d0d1-41b7-ab5b-6b007c588ff7_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;particle board production, uncoated, average glue mix;RER;residual wood, dry
ba3347b0-d0d1-41b7-ab5b-6b007c588ff7_48e808be-14ac-4991-9338-2a4782fd1bbe.spold;particle board production, uncoated, average glue mix;RER;particleboard, uncoated
ba3347b0-d0d1-41b7-ab5b-6b007c588ff7_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;particle board production, uncoated, average glue mix;RER;bark chips, wet, measured as dry mass
ba3347b0-d0d1-41b7-ab5b-6b007c588ff7_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;particle board production, uncoated, average glue mix;RER;heat, district or industrial, other than natural gas
ba33bb7e-8331-407e-9b83-1dcb29f1ce93_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;IN-Eastern grid;electricity, high voltage
ba35d560-b5a8-4c76-8348-5a73fad18b2b_161c0aa4-08cb-4ecd-bef7-a222b221595d.spold;treatment of used toner module, laser printer, colour, recycling;RER;toner module, laser printer, colour
ba35d560-b5a8-4c76-8348-5a73fad18b2b_94b20f80-ad10-4d87-9077-bfaebfd9e512.spold;treatment of used toner module, laser printer, colour, recycling;RER;used toner module, laser printer, colour
ba3810fd-752b-435a-9006-0635121cc281_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-DL;electricity, low voltage
ba3ff581-f6e5-40dd-9f8a-3adc4fa7b000_d5a5bee6-1c29-4ed7-be56-540172000e15.spold;cucumber production;GLO;cucumber
ba440b21-eb30-48da-bb6f-dfa79c0c1c03_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, hard coal;FI;electricity, high voltage
ba440b21-eb30-48da-bb6f-dfa79c0c1c03_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, hard coal;FI;heat, district or industrial, other than natural gas
ba46a92e-8139-4425-ba30-5a224a5f0db0_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of residue from mechanical treatment, IT accessory, municipal waste incineration;RoW;heat, for reuse in municipal waste incineration only
ba46a92e-8139-4425-ba30-5a224a5f0db0_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of residue from mechanical treatment, IT accessory, municipal waste incineration;RoW;iron scrap, sorted, pressed
ba46a92e-8139-4425-ba30-5a224a5f0db0_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of residue from mechanical treatment, IT accessory, municipal waste incineration;RoW;electricity, for reuse in municipal waste incineration only
ba46a92e-8139-4425-ba30-5a224a5f0db0_c6a438b2-2b0f-43db-aadf-9310938597db.spold;treatment of residue from mechanical treatment, IT accessory, municipal waste incineration;RoW;residue from mechanical treatment, IT accessory
ba4c944c-ed22-42fe-a774-985a1c8c7b38_b5a47257-f6a7-4957-9411-9d8d7634855b.spold;treatment of used train, passenger, regional;RoW;used train, passenger, regional
ba4c99b1-33eb-4ca0-8acf-b3c952a418ae_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;CZ;electricity, high voltage
ba4d5756-2397-4bb5-ac76-a0e582e7aa9b_9040b422-91d3-4210-aa55-80d5fceab582.spold;market for maintenance, electric bicycle;GLO;maintenance, electric bicycle
ba5a60be-44c7-4229-8ef9-b4edfc6b2b5d_dcb70fd5-e305-4920-b68b-40697cc6a206.spold;treatment of waste polyethylene terephthalate, open dump, moist infiltration class (300mm);GLO;waste polyethylene terephthalate
ba5a72d6-9390-46c1-a427-7274f5b0916b_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;BR-MS;land use change, perennial crop
ba6098a3-014e-41fc-8a9b-20f080269beb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-SC;electricity, high voltage
ba6678a1-d253-48d1-9c0c-8f0cc1342b40_1753f592-1686-4ccd-a522-3fce6687572e.spold;printed wiring board production, for power supply unit, desktop computer, Pb containing;GLO;printed wiring board, for power supply unit, desktop computer, Pb containing
ba698a3c-c0f1-42fe-bdef-b7da13deb159_d0ecfe06-9a51-4bf0-95c5-7e91e84539bb.spold;treatment of lignite ash, opencast refill;RoW;lignite ash
ba6b9fda-b97b-41c1-bd6d-539afea6444e_27a3ac7b-e31a-48da-84f5-8dbdcb96e565.spold;naphtha production, petroleum refinery operation;RoW;naphtha
ba6dccc7-f8f2-4aab-8bec-15056f33e43e_0930efae-d130-40c6-95bf-8e4966913dc8.spold;polystyrene production, extruded, HFC-134a blown;RoW;polystyrene, extruded
ba6ed922-7091-44be-9fa6-5c6d5eaedec5_e07140de-c0ae-40a5-ae8e-aca0c3fad910.spold;treatment of used train, passenger, high-speed;RoW;used train, passenger, high-speed
ba72675a-5020-4835-a920-0b2d003f3503_86247d21-f010-4ce3-a76d-0050837ddfc0.spold;green manure growing, Swiss integrated production, until January;CH;green manure, Swiss integrated production, until January
ba73ea96-1fb9-4474-9bc8-413d8a55117f_0d3eda5a-4601-4573-9549-0701c459ab88.spold;market for hard coal;ID;hard coal
ba774ebf-ce82-4e05-864f-b54abbd67298_d2184fe3-da8e-40d0-a15e-f35bc3624d26.spold;soybean oil, refined, to generic market for vegetable oil, refined;GLO;vegetable oil, refined
ba7e931d-b156-4924-8fb8-ec388b73ee33_f772b470-588c-4427-ade3-c4dad207f66b.spold;green asparagus production;GLO;green asparagus
ba7fa215-fe36-41e2-b0c4-56a99860d74d_8f9224c9-e27d-4426-aaea-6ecbe5d91059.spold;linseed seed production, at farm;CH;linseed seed, at farm
ba81ec49-dc3e-5924-9dba-7b2c28d6acad_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;land already in use, annual cropland to forest, intensive;BR-ES;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
ba858dd4-9659-49df-bd9b-3fb1200b1366_101e55f2-2da0-528b-96fd-21687e242c1c.spold;treatment of waste polyethylene, for recycling, unsorted, sorting;RoW;waste polyethylene, for recycling, unsorted
ba858dd4-9659-49df-bd9b-3fb1200b1366_ed25f589-c6c8-56a7-a518-b01dd3e8a453.spold;treatment of waste polyethylene, for recycling, unsorted, sorting;RoW;waste polyethylene, for recycling, sorted
ba88ef9e-89e7-4af2-a6fd-1c54a0c92b58_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;CN-SX;electricity, high voltage
ba977499-06a8-4480-8da6-75db3bbf641e_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, air drying to u=20%;RoW;sawnwood, lath, hardwood, raw, dried (u=20%)
ba9a3a14-d852-4cb5-aace-daa942a3cd6f_a459eea1-4e62-4daf-9135-1aea9805aa90.spold;landed hake to generic market for marine fish;GLO;fish, marine
ba9f0848-5f74-434c-9c85-d760c98d5a33_2e0e7474-61d8-4324-93aa-5df18338c53e.spold;market for bitumen seal, V60;GLO;bitumen seal, V60
baa09759-3bdb-41cd-bce6-f450a0314975_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;SK;electricity, medium voltage
baa18eed-8487-4025-8290-658afbeed389_6c9cf309-10ae-4fde-8f55-d2debd3103c2.spold;market for sodium chlorate, powder;RoW;sodium chlorate, powder
baa1b6b6-bb46-407d-867f-44d308945be7_3ede4edc-b278-40dc-8007-0c574aff0739.spold;aluminium production, primary, liquid, prebake;IAI Area, EU27 & EFTA;aluminium, primary, liquid
baa22c42-aa5c-4c79-818d-8496749be830_9f999529-6d68-45a6-b35f-dffc79a362df.spold;canal construction;RoW;canal
baa535da-59e5-4ab1-b893-3b4fa36d2df2_7deb8cd6-8e29-4f14-aae0-b1dd046ad038.spold;concrete production 40MPa;ZA;concrete, 40MPa
baab4c84-4513-5f37-9517-4fcedf2052ce_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;market for sulfidic tailings, from gold mine operation;BR;sulfidic tailings, from gold mine operation
baac4772-af7f-48ff-9220-27f73fec53a9_233843d2-7fda-443f-8735-547f06711c6d.spold;transistor production, wired, small size, through-hole mounting;GLO;transistor, wired, small size, through-hole mounting
baaeb30e-101c-4754-b5aa-85c14ba45250_1e379992-4b74-4a49-8226-517a45f2053c.spold;market for chromium steel removed by milling, average;GLO;chromium steel removed by milling, average
bab35d4e-21ee-4898-8c2d-00a6e473dbdb_4ca0a33b-7bf2-4469-8586-8c8e05cc4741.spold;potato seed production, Swiss integrated production, at farm;CH;potato seed, Swiss integrated production, at farm
bab6f791-51b7-4051-a7d2-f84bdde24b11_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;GT;electricity, low voltage
bab7ddb8-56eb-5732-96f4-6d6705da943a_0df0db82-8e1d-4053-8cfc-5019470a86a7.spold;styrene production;RER;styrene
bac2df63-9a36-4322-81ae-dcef62450dc4_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of blast furnace gas, in power plant;CN-GS;electricity, high voltage
bac2df63-9a36-4322-81ae-dcef62450dc4_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;CN-GS;heat, district or industrial, other than natural gas
bac2df63-9a36-4322-81ae-dcef62450dc4_b254bbdf-fb2b-4878-aec9-2a7820f3f32e.spold;treatment of blast furnace gas, in power plant;CN-GS;blast furnace gas
bac2f282-96e5-4bfb-8708-a7032be7bd0b_f2c50dcd-6418-4d9e-a807-4bd5c6be89b2.spold;propyl amine production;RER;propyl amine
bac8f1bd-89ac-4ad9-b9d2-04f4a6f67263_f31d1245-8beb-4427-8693-7a68b34f96ee.spold;market for photovoltaic panel, CIS;GLO;photovoltaic panel, CIS
bacbd851-f331-432c-86fe-6108e0547656_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;RFC;electricity, high voltage
bacbe7bb-6f69-589b-b00f-32809074487d_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;land already in use, annual cropland to forest, intensive;BR-MS;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
bacd7de8-a882-4752-ba97-c4201506e97f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from AT;DE;electricity, high voltage
bacebcc8-349a-483f-a16b-e75ec0c63210_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;KW;electricity, low voltage
bad2eac9-2544-5b36-b6f5-56816f48fc2e_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;BR-SP;land tenure, arable land, measured as carbon net primary productivity, annual crop
baede11c-5169-40a9-9e1d-056dfbd10a12_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;LK;land tenure, arable land, measured as carbon net primary productivity, perennial crop
baf120a8-ddf2-480e-8722-ed3d81a14151_00d5b850-ada6-4636-9672-e72e43d620f3.spold;heat and power co-generation unit construction, 1MWel, 6.4 MWth;CH;heat and power co-generation unit, 1MWel, 6.4MWth
baf120a8-ddf2-480e-8722-ed3d81a14151_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;heat and power co-generation unit construction, 1MWel, 6.4 MWth;CH;solvent, organic
baf172f2-7b35-4b27-b3f2-bb6f5e5784a6_f5e6f99a-f834-4a4d-8933-4a170816787c.spold;brass drilling, computer numerical controlled;RER;brass removed by drilling, computer numerical controlled
baf60964-73d4-499c-beaa-30ccbf5eeb98_693fe460-8cf2-46e3-b362-e24e13a1a489.spold;laser machining, metal, with YAG-laser, 200W power;RoW;laser machining, metal, with YAG-laser, 200W power
baf8cee8-a504-4137-97aa-25a91900078f_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;market for land use change, annual crop;CN;land use change, annual crop
bafc6508-2655-47c3-9ebd-75812f4b5926_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;MX;electricity, high voltage
baff4a93-a9f8-4770-9f53-93d8b679781a_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, open dump, dry infiltration class (100mm);GLO;waste plastic, mixture
baffebdd-fb9f-455a-bc54-45bdd6c586cd_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;FR;land use change, perennial crop
bb037eef-c061-45c2-b75c-7cbdb0248cfb_5b24ec04-17b1-45ef-8ef8-0c203296b608.spold;market for mine infrastructure, open cast, lignite;GLO;mine infrastructure, open cast, lignite
bb049e74-ba25-4148-88ad-d9deb0ec48b8_451550a8-d9e6-4396-9f9a-97e752111228.spold;market for waste wood, post-consumer;GLO;waste wood, post-consumer
bb067ae8-6798-454e-ad51-9816e78d2226_16f44c6e-f9f6-419a-8c78-87fa4bd1246d.spold;dust collector production, multicyclone;RoW;dust collector, multicyclone
bb06a0a6-b134-4d52-a198-cf84b098cedc_5d954e5c-1e6d-4f78-9fc3-d3857b7892cb.spold;market for electricity, high voltage, aluminium industry;CN;electricity, high voltage, aluminium industry
bb08920e-4f30-4984-9f18-ab68b92a6f0a_0992e479-07eb-4837-8aa3-d4411f675dad.spold;chlor-alkali electrolysis, mercury cell;RER;chlorine, gaseous
bb08920e-4f30-4984-9f18-ab68b92a6f0a_61396bcb-bf35-411a-a6a6-8543ccef83e8.spold;chlor-alkali electrolysis, mercury cell;RER;sodium hydroxide, without water, in 50% solution state
bb08920e-4f30-4984-9f18-ab68b92a6f0a_8d78a0dc-1489-48c1-8bc4-7c120f318216.spold;chlor-alkali electrolysis, mercury cell;RER;hydrogen, liquid
bb1633bc-c60c-433d-8119-58b8db9231fd_a9a664b0-8b9e-4ff4-994a-02f54003e9ff.spold;argon to generic market for inert gas for discharge lamps;GLO;inert gas for discharge lamps
bb1d0c36-5fe8-4e9d-a941-b9d13f13ac5f_817c3650-4fed-4ef2-b9b6-404a198834e6.spold;steel production, electric, low-alloyed;CA-QC;steel, low-alloyed
bb1d0c36-5fe8-4e9d-a941-b9d13f13ac5f_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;steel production, electric, low-alloyed;CA-QC;iron scrap, unsorted
bb1e6c5b-4fe3-4430-b944-240155facfda_cf52c0fe-72b3-4f42-a475-16a5b2a6f850.spold;market for combine harvesting;GLO;combine harvesting
bb219629-ae4e-494b-8f0c-2ab33bf84ef5_51d011ea-b1ac-42a4-88d4-533d95994812.spold;dichloropropene to generic market for pesticide, unspecified;GLO;dichloropropene
bb219629-ae4e-494b-8f0c-2ab33bf84ef5_fb76d2b4-16bb-4373-bcdf-03545f362b83.spold;dichloropropene to generic market for pesticide, unspecified;GLO;pesticide, unspecified
bb23324f-dfa7-43b9-b133-9f510b388d4c_85baf90a-61f7-4b5c-aba7-116b889513ed.spold;sawnwood production, hardwood, raw, dried (u=10%);RoW;sawnwood, hardwood, raw, dried (u=10%)
bb23d123-ac1e-46da-8e02-2d603c17dc2c_3f376415-fc7f-485b-9713-609008c9994b.spold;banana production;EC;banana
bb248d27-753f-4edf-9df4-9e92a1c36904_2a1db579-5d40-4d28-9b5a-c8ce7525b62d.spold;treatment of waste paint on wall, collection for final disposal;CH;waste paint on wall
bb2608de-f9fa-451c-991f-24bd779a800b_610c39dc-6f93-4889-91c8-bbed6ed78552.spold;sulfur trioxide production;RER;sulfur trioxide
